a,b,lag,pearson,spearman,pearson_seg,spearman_seg,n
lemonde,lemonde,-15,0.5241,0.4252,-0.0713,-0.0220,16883
lemonde,lemonde,-14,0.5214,0.4374,-0.0653,-0.0072,16883
lemonde,lemonde,-13,0.5214,0.4505,-0.0796,-0.0249,16883
lemonde,lemonde,-12,0.5266,0.4514,-0.0808,-0.0254,16883
lemonde,lemonde,-11,0.5483,0.4507,-0.0809,-0.0255,16883
lemonde,lemonde,-10,0.5297,0.4519,-0.0754,-0.0196,16883
lemonde,lemonde,-9,0.5477,0.4490,-0.0796,-0.0270,16883
lemonde,lemonde,-8,0.5462,0.4473,-0.0946,-0.0413,16883
lemonde,lemonde,-7,0.6145,0.4658,-0.0507,-0.0035,16883
lemonde,lemonde,-6,0.5864,0.4722,-0.0790,-0.0301,16883
lemonde,lemonde,-5,0.5868,0.4750,-0.0873,-0.0383,16883
lemonde,lemonde,-4,0.5580,0.4782,-0.0891,-0.0406,16883
lemonde,lemonde,-3,0.5650,0.4878,-0.0829,-0.0392,16883
lemonde,lemonde,-2,0.5632,0.5108,-0.0745,-0.0318,16883
lemonde,lemonde,-1,0.6044,0.5609,-0.0137,0.0192,16883
lemonde,lemonde,0,1.0000,1.0000,1.0000,1.0000,16883
lemonde,lemonde,1,0.6830,0.6467,0.0535,0.0902,16883
lemonde,lemonde,2,0.6245,0.5636,-0.0263,0.0104,16883
lemonde,lemonde,3,0.5879,0.5331,-0.0551,-0.0134,16883
lemonde,lemonde,4,0.5807,0.5221,-0.0499,-0.0051,16883
lemonde,lemonde,5,0.5576,0.5100,-0.0666,-0.0270,16883
lemonde,lemonde,6,0.5583,0.4924,-0.0639,-0.0164,16883
lemonde,lemonde,7,0.5780,0.5064,-0.0379,0.0026,16883
lemonde,lemonde,8,0.5758,0.5030,-0.0548,-0.0075,16883
lemonde,lemonde,9,0.5383,0.4814,-0.0824,-0.0373,16883
lemonde,lemonde,10,0.5374,0.4674,-0.0823,-0.0286,16883
lemonde,lemonde,11,0.5274,0.4630,-0.0873,-0.0392,16883
lemonde,lemonde,12,0.5196,0.4515,-0.0910,-0.0445,16883
lemonde,lemonde,13,0.5139,0.4524,-0.0726,-0.0257,16883
lemonde,lemonde,14,0.4966,0.4545,-0.0639,-0.0160,16883
lemonde,lemonde,15,0.5188,0.4605,-0.0797,-0.0247,16883
lemonde,lefigaro,-15,0.4721,0.4238,-0.0317,-0.0168,16883
lemonde,lefigaro,-14,0.5153,0.4541,-0.0327,-0.0206,16883
lemonde,lefigaro,-13,0.5248,0.4634,-0.0377,-0.0127,16883
lemonde,lefigaro,-12,0.5434,0.4719,-0.0292,-0.0127,16883
lemonde,lefigaro,-11,0.5249,0.4521,-0.0423,-0.0284,16883
lemonde,lefigaro,-10,0.5321,0.4569,-0.0470,-0.0320,16883
lemonde,lefigaro,-9,0.5296,0.4544,-0.0476,-0.0356,16883
lemonde,lefigaro,-8,0.4930,0.4410,-0.0446,-0.0362,16883
lemonde,lefigaro,-7,0.5594,0.4792,-0.0220,-0.0059,16883
lemonde,lefigaro,-6,0.5753,0.4817,-0.0397,-0.0243,16883
lemonde,lefigaro,-5,0.5589,0.4853,-0.0458,-0.0301,16883
lemonde,lefigaro,-4,0.5374,0.4842,-0.0385,-0.0278,16883
lemonde,lefigaro,-3,0.5431,0.4965,-0.0350,-0.0244,16883
lemonde,lefigaro,-2,0.5463,0.5118,-0.0152,-0.0098,16883
lemonde,lefigaro,-1,0.5175,0.5554,0.0777,0.0689,16883
lemonde,lefigaro,0,0.6223,0.6814,0.3310,0.3283,16883
lemonde,lefigaro,1,0.6467,0.6073,0.1081,0.1097,16883
lemonde,lefigaro,2,0.5770,0.5616,0.0173,0.0310,16883
lemonde,lefigaro,3,0.5581,0.5376,0.0001,0.0177,16883
lemonde,lefigaro,4,0.5473,0.5207,-0.0229,-0.0104,16883
lemonde,lefigaro,5,0.5519,0.5045,-0.0349,-0.0247,16883
lemonde,lefigaro,6,0.5112,0.4893,-0.0260,-0.0157,16883
lemonde,lefigaro,7,0.5548,0.4971,-0.0331,-0.0161,16883
lemonde,lefigaro,8,0.5690,0.5057,-0.0232,-0.0103,16883
lemonde,lefigaro,9,0.5345,0.4877,-0.0549,-0.0413,16883
lemonde,lefigaro,10,0.5314,0.4849,-0.0380,-0.0245,16883
lemonde,lefigaro,11,0.5086,0.4736,-0.0291,-0.0161,16883
lemonde,lefigaro,12,0.5206,0.4640,-0.0331,-0.0228,16883
lemonde,lefigaro,13,0.5092,0.4461,-0.0457,-0.0323,16883
lemonde,lefigaro,14,0.5156,0.4674,-0.0325,-0.0160,16883
lemonde,lefigaro,15,0.5116,0.4660,-0.0430,-0.0219,16883
lemonde,lesechos,-15,0.4079,0.2978,-0.0230,-0.0044,16883
lemonde,lesechos,-14,0.4104,0.3195,-0.0216,0.0025,16883
lemonde,lesechos,-13,0.4175,0.3382,-0.0357,-0.0057,16883
lemonde,lesechos,-12,0.4169,0.3404,-0.0325,-0.0094,16883
lemonde,lesechos,-11,0.4166,0.3427,-0.0338,-0.0213,16883
lemonde,lesechos,-10,0.4162,0.3388,-0.0251,-0.0147,16883
lemonde,lesechos,-9,0.4314,0.3282,-0.0387,-0.0212,16883
lemonde,lesechos,-8,0.4638,0.3105,-0.0391,-0.0174,16883
lemonde,lesechos,-7,0.4722,0.3349,-0.0156,-0.0001,16883
lemonde,lesechos,-6,0.4893,0.3630,-0.0335,-0.0034,16883
lemonde,lesechos,-5,0.4592,0.3612,-0.0331,-0.0144,16883
lemonde,lesechos,-4,0.4375,0.3622,-0.0380,-0.0227,16883
lemonde,lesechos,-3,0.4653,0.3660,-0.0302,-0.0113,16883
lemonde,lesechos,-2,0.4360,0.3838,-0.0142,-0.0092,16883
lemonde,lesechos,-1,0.4541,0.4045,0.0515,0.0531,16883
lemonde,lesechos,0,0.6200,0.5546,0.2535,0.2498,16883
lemonde,lesechos,1,0.5457,0.4980,0.0944,0.1127,16883
lemonde,lesechos,2,0.4648,0.4373,0.0079,0.0296,16883
lemonde,lesechos,3,0.4407,0.4049,-0.0099,0.0027,16883
lemonde,lesechos,4,0.4443,0.3887,-0.0071,-0.0010,16883
lemonde,lesechos,5,0.4886,0.3726,-0.0257,-0.0203,16883
lemonde,lesechos,6,0.4181,0.3432,-0.0288,-0.0064,16883
lemonde,lesechos,7,0.4907,0.3640,-0.0044,0.0153,16883
lemonde,lesechos,8,0.4556,0.3778,-0.0259,0.0085,16883
lemonde,lesechos,9,0.4383,0.3705,-0.0285,-0.0089,16883
lemonde,lesechos,10,0.4313,0.3607,-0.0348,-0.0152,16883
lemonde,lesechos,11,0.4261,0.3520,-0.0245,-0.0143,16883
lemonde,lesechos,12,0.4226,0.3371,-0.0120,-0.0008,16883
lemonde,lesechos,13,0.4330,0.3083,-0.0312,-0.0237,16883
lemonde,lesechos,14,0.4302,0.3279,-0.0389,-0.0040,16883
lemonde,lesechos,15,0.4162,0.3443,-0.0366,-0.0103,16883
lemonde,ouestfrance,-15,0.1655,0.3095,-0.0026,0.0003,16883
lemonde,ouestfrance,-14,0.1647,0.3090,-0.0312,-0.0233,16883
lemonde,ouestfrance,-13,0.1809,0.3225,-0.0051,0.0019,16883
lemonde,ouestfrance,-12,0.1822,0.3257,0.0036,0.0117,16883
lemonde,ouestfrance,-11,0.1943,0.3241,0.0150,0.0142,16883
lemonde,ouestfrance,-10,0.1957,0.3193,-0.0110,-0.0034,16883
lemonde,ouestfrance,-9,0.1967,0.3183,-0.0052,-0.0001,16883
lemonde,ouestfrance,-8,0.1785,0.3226,-0.0103,-0.0155,16883
lemonde,ouestfrance,-7,0.2163,0.3200,-0.0240,-0.0262,16883
lemonde,ouestfrance,-6,0.2268,0.3251,-0.0162,-0.0179,16883
lemonde,ouestfrance,-5,0.2244,0.3280,-0.0162,-0.0184,16883
lemonde,ouestfrance,-4,0.2123,0.3199,-0.0179,-0.0212,16883
lemonde,ouestfrance,-3,0.1974,0.3175,-0.0346,-0.0356,16883
lemonde,ouestfrance,-2,0.1771,0.3195,-0.0388,-0.0404,16883
lemonde,ouestfrance,-1,0.1767,0.3320,-0.0161,-0.0251,16883
lemonde,ouestfrance,0,0.2957,0.3844,0.0970,0.0943,16883
lemonde,ouestfrance,1,0.2734,0.3866,0.0588,0.0558,16883
lemonde,ouestfrance,2,0.2448,0.3601,0.0134,0.0082,16883
lemonde,ouestfrance,3,0.1935,0.3468,0.0103,0.0071,16883
lemonde,ouestfrance,4,0.1877,0.3356,-0.0067,-0.0130,16883
lemonde,ouestfrance,5,0.1848,0.3294,-0.0218,-0.0251,16883
lemonde,ouestfrance,6,0.1720,0.3256,-0.0226,-0.0277,16883
lemonde,ouestfrance,7,0.2220,0.3286,-0.0227,-0.0250,16883
lemonde,ouestfrance,8,0.2094,0.3395,0.0044,0.0033,16883
lemonde,ouestfrance,9,0.1891,0.3345,0.0015,0.0039,16883
lemonde,ouestfrance,10,0.1675,0.3356,0.0256,0.0250,16883
lemonde,ouestfrance,11,0.1688,0.3189,0.0023,0.0067,16883
lemonde,ouestfrance,12,0.1723,0.3098,-0.0020,-0.0024,16883
lemonde,ouestfrance,13,0.1595,0.3154,-0.0127,-0.0108,16883
lemonde,ouestfrance,14,0.1493,0.3176,-0.0132,-0.0088,16883
lemonde,ouestfrance,15,0.1539,0.3215,0.0179,0.0249,16883
lemonde,la_depeche,-15,0.3720,0.3541,0.0095,0.0162,16883
lemonde,la_depeche,-14,0.3850,0.3463,-0.0165,-0.0110,16883
lemonde,la_depeche,-13,0.3993,0.3587,0.0061,0.0146,16883
lemonde,la_depeche,-12,0.3933,0.3591,0.0009,0.0106,16883
lemonde,la_depeche,-11,0.3889,0.3588,-0.0043,0.0001,16883
lemonde,la_depeche,-10,0.3859,0.3544,-0.0133,-0.0086,16883
lemonde,la_depeche,-9,0.3836,0.3525,-0.0141,-0.0119,16883
lemonde,la_depeche,-8,0.3678,0.3496,-0.0376,-0.0309,16883
lemonde,la_depeche,-7,0.4137,0.3584,-0.0164,-0.0116,16883
lemonde,la_depeche,-6,0.4400,0.3645,-0.0123,-0.0126,16883
lemonde,la_depeche,-5,0.4178,0.3713,-0.0050,-0.0019,16883
lemonde,la_depeche,-4,0.3994,0.3718,-0.0273,-0.0229,16883
lemonde,la_depeche,-3,0.3985,0.3766,-0.0215,-0.0211,16883
lemonde,la_depeche,-2,0.3938,0.3880,-0.0204,-0.0189,16883
lemonde,la_depeche,-1,0.3619,0.4190,0.0281,0.0209,16883
lemonde,la_depeche,0,0.2833,0.4871,0.1421,0.1497,16883
lemonde,la_depeche,1,0.4565,0.5002,0.1330,0.1291,16883
lemonde,la_depeche,2,0.4130,0.4238,0.0188,0.0218,16883
lemonde,la_depeche,3,0.3680,0.3967,-0.0063,-0.0062,16883
lemonde,la_depeche,4,0.3668,0.3848,-0.0325,-0.0293,16883
lemonde,la_depeche,5,0.3640,0.3725,-0.0412,-0.0398,16883
lemonde,la_depeche,6,0.3660,0.3689,-0.0277,-0.0345,16883
lemonde,la_depeche,7,0.3900,0.3742,-0.0292,-0.0334,16883
lemonde,la_depeche,8,0.4063,0.3726,-0.0186,-0.0226,16883
lemonde,la_depeche,9,0.3884,0.3714,-0.0195,-0.0250,16883
lemonde,la_depeche,10,0.3526,0.3568,-0.0264,-0.0237,16883
lemonde,la_depeche,11,0.3583,0.3561,-0.0357,-0.0299,16883
lemonde,la_depeche,12,0.3558,0.3487,-0.0253,-0.0248,16883
lemonde,la_depeche,13,0.3656,0.3479,-0.0327,-0.0304,16883
lemonde,la_depeche,14,0.3730,0.3501,-0.0335,-0.0282,16883
lemonde,la_depeche,15,0.3735,0.3512,-0.0139,-0.0133,16883
lemonde,leparisien,-15,0.4641,0.3732,-0.0297,-0.0103,16883
lemonde,leparisien,-14,0.4298,0.3903,-0.0065,0.0057,16883
lemonde,leparisien,-13,0.4604,0.3948,-0.0363,-0.0156,16883
lemonde,leparisien,-12,0.5010,0.4020,-0.0207,-0.0030,16883
lemonde,leparisien,-11,0.4484,0.3843,-0.0312,-0.0174,16883
lemonde,leparisien,-10,0.3975,0.3847,-0.0338,-0.0116,16883
lemonde,leparisien,-9,0.3619,0.3918,-0.0472,-0.0310,16883
lemonde,leparisien,-8,0.4738,0.3930,-0.0480,-0.0366,16883
lemonde,leparisien,-7,0.4846,0.4031,-0.0214,-0.0143,16883
lemonde,leparisien,-6,0.5342,0.4151,-0.0179,-0.0077,16883
lemonde,leparisien,-5,0.5111,0.4064,-0.0462,-0.0325,16883
lemonde,leparisien,-4,0.4830,0.4056,-0.0407,-0.0319,16883
lemonde,leparisien,-3,0.4914,0.4201,-0.0270,-0.0169,16883
lemonde,leparisien,-2,0.4890,0.4344,-0.0179,-0.0135,16883
lemonde,leparisien,-1,0.4119,0.4715,0.0325,0.0347,16883
lemonde,leparisien,0,0.3722,0.5721,0.2406,0.2415,16883
lemonde,leparisien,1,0.5315,0.5395,0.1230,0.1216,16883
lemonde,leparisien,2,0.5368,0.4929,0.0359,0.0451,16883
lemonde,leparisien,3,0.4983,0.4516,-0.0141,0.0018,16883
lemonde,leparisien,4,0.5169,0.4475,-0.0093,0.0049,16883
lemonde,leparisien,5,0.4849,0.4380,-0.0269,-0.0102,16883
lemonde,leparisien,6,0.4944,0.4333,-0.0276,-0.0152,16883
lemonde,leparisien,7,0.4749,0.4330,-0.0166,-0.0052,16883
lemonde,leparisien,8,0.5263,0.4256,-0.0157,-0.0042,16883
lemonde,leparisien,9,0.4764,0.4174,-0.0299,-0.0156,16883
lemonde,leparisien,10,0.4648,0.4038,-0.0426,-0.0236,16883
lemonde,leparisien,11,0.4631,0.3947,-0.0330,-0.0188,16883
lemonde,leparisien,12,0.4618,0.3899,-0.0347,-0.0225,16883
lemonde,leparisien,13,0.4508,0.3973,-0.0343,-0.0223,16883
lemonde,leparisien,14,0.4448,0.3908,-0.0318,-0.0213,16883
lemonde,leparisien,15,0.4486,0.4035,-0.0140,0.0039,16883
lefigaro,lemonde,-15,0.5366,0.4158,-0.0396,-0.0239,16883
lefigaro,lemonde,-14,0.5324,0.4179,-0.0513,-0.0253,16883
lefigaro,lemonde,-13,0.5346,0.4369,-0.0335,-0.0173,16883
lefigaro,lemonde,-12,0.5510,0.4324,-0.0462,-0.0255,16883
lefigaro,lemonde,-11,0.5585,0.4365,-0.0425,-0.0248,16883
lefigaro,lemonde,-10,0.5317,0.4414,-0.0367,-0.0185,16883
lefigaro,lemonde,-9,0.5503,0.4322,-0.0598,-0.0438,16883
lefigaro,lemonde,-8,0.5605,0.4365,-0.0500,-0.0259,16883
lefigaro,lemonde,-7,0.5315,0.4457,-0.0473,-0.0253,16883
lefigaro,lemonde,-6,0.5790,0.4514,-0.0418,-0.0337,16883
lefigaro,lemonde,-5,0.6053,0.4491,-0.0702,-0.0590,16883
lefigaro,lemonde,-4,0.5976,0.4684,-0.0449,-0.0318,16883
lefigaro,lemonde,-3,0.6004,0.4729,-0.0418,-0.0332,16883
lefigaro,lemonde,-2,0.6074,0.4926,-0.0244,-0.0233,16883
lefigaro,lemonde,-1,0.6255,0.5360,0.0337,0.0257,16883
lefigaro,lemonde,0,0.6223,0.6814,0.3310,0.3283,16883
lefigaro,lemonde,1,0.7112,0.6363,0.1857,0.1843,16883
lefigaro,lemonde,2,0.6962,0.5501,0.0491,0.0535,16883
lefigaro,lemonde,3,0.6492,0.5181,0.0061,0.0151,16883
lefigaro,lemonde,4,0.6357,0.5044,-0.0158,-0.0032,16883
lefigaro,lemonde,5,0.6281,0.5015,-0.0115,0.0025,16883
lefigaro,lemonde,6,0.6119,0.4830,-0.0242,-0.0102,16883
lefigaro,lemonde,7,0.5716,0.4800,-0.0225,-0.0070,16883
lefigaro,lemonde,8,0.5895,0.4891,-0.0023,0.0117,16883
lefigaro,lemonde,9,0.5930,0.4672,-0.0371,-0.0252,16883
lefigaro,lemonde,10,0.5944,0.4466,-0.0473,-0.0295,16883
lefigaro,lemonde,11,0.5720,0.4525,-0.0440,-0.0327,16883
lefigaro,lemonde,12,0.5637,0.4373,-0.0519,-0.0418,16883
lefigaro,lemonde,13,0.5597,0.4408,-0.0408,-0.0233,16883
lefigaro,lemonde,14,0.5477,0.4429,-0.0413,-0.0149,16883
lefigaro,lemonde,15,0.5675,0.4402,-0.0568,-0.0403,16883
lefigaro,lefigaro,-15,0.5794,0.4714,-0.0701,-0.0092,16883
lefigaro,lefigaro,-14,0.6116,0.4964,-0.0616,-0.0046,16883
lefigaro,lefigaro,-13,0.5974,0.5040,-0.0718,-0.0185,16883
lefigaro,lefigaro,-12,0.6087,0.4934,-0.0942,-0.0390,16883
lefigaro,lefigaro,-11,0.6051,0.4908,-0.0847,-0.0331,16883
lefigaro,lefigaro,-10,0.6023,0.4932,-0.0865,-0.0347,16883
lefigaro,lefigaro,-9,0.6108,0.4917,-0.0978,-0.0491,16883
lefigaro,lefigaro,-8,0.5960,0.4898,-0.0938,-0.0397,16883
lefigaro,lefigaro,-7,0.6447,0.5221,-0.0665,-0.0242,16883
lefigaro,lefigaro,-6,0.6428,0.5258,-0.0782,-0.0358,16883
lefigaro,lefigaro,-5,0.6484,0.5247,-0.0810,-0.0371,16883
lefigaro,lefigaro,-4,0.6477,0.5251,-0.0881,-0.0460,16883
lefigaro,lefigaro,-3,0.6518,0.5335,-0.0904,-0.0570,16883
lefigaro,lefigaro,-2,0.6663,0.5546,-0.0790,-0.0555,16883
lefigaro,lefigaro,-1,0.6715,0.6121,-0.0252,-0.0065,16883
lefigaro,lefigaro,0,1.0000,1.0000,1.0000,1.0000,16883
lefigaro,lefigaro,1,0.7879,0.6899,0.0788,0.1036,16883
lefigaro,lefigaro,2,0.7428,0.6297,0.0056,0.0383,16883
lefigaro,lefigaro,3,0.7040,0.5917,-0.0344,0.0004,16883
lefigaro,lefigaro,4,0.6850,0.5773,-0.0428,-0.0058,16883
lefigaro,lefigaro,5,0.6758,0.5615,-0.0696,-0.0302,16883
lefigaro,lefigaro,6,0.6524,0.5485,-0.0497,-0.0015,16883
lefigaro,lefigaro,7,0.6695,0.5581,-0.0530,-0.0090,16883
lefigaro,lefigaro,8,0.6574,0.5527,-0.0526,-0.0084,16883
lefigaro,lefigaro,9,0.6401,0.5274,-0.0805,-0.0299,16883
lefigaro,lefigaro,10,0.6360,0.5167,-0.0859,-0.0379,16883
lefigaro,lefigaro,11,0.6173,0.5115,-0.0796,-0.0289,16883
lefigaro,lefigaro,12,0.6143,0.5024,-0.0889,-0.0430,16883
lefigaro,lefigaro,13,0.6059,0.4915,-0.0876,-0.0268,16883
lefigaro,lefigaro,14,0.6252,0.5158,-0.0634,-0.0089,16883
lefigaro,lefigaro,15,0.6042,0.5036,-0.0783,-0.0231,16883
lefigaro,lesechos,-15,0.4325,0.3095,-0.0427,-0.0067,16883
lefigaro,lesechos,-14,0.4329,0.3316,-0.0311,0.0024,16883
lefigaro,lesechos,-13,0.4630,0.3491,-0.0373,-0.0171,16883
lefigaro,lesechos,-12,0.4652,0.3464,-0.0394,-0.0201,16883
lefigaro,lesechos,-11,0.4719,0.3499,-0.0445,-0.0301,16883
lefigaro,lesechos,-10,0.4609,0.3442,-0.0481,-0.0368,16883
lefigaro,lesechos,-9,0.4724,0.3315,-0.0571,-0.0398,16883
lefigaro,lesechos,-8,0.4902,0.3253,-0.0488,-0.0197,16883
lefigaro,lesechos,-7,0.4820,0.3438,-0.0333,-0.0083,16883
lefigaro,lesechos,-6,0.5335,0.3742,-0.0166,-0.0034,16883
lefigaro,lesechos,-5,0.5275,0.3643,-0.0484,-0.0327,16883
lefigaro,lesechos,-4,0.5207,0.3760,-0.0309,-0.0294,16883
lefigaro,lesechos,-3,0.5280,0.3740,-0.0313,-0.0229,16883
lefigaro,lesechos,-2,0.4985,0.3907,-0.0246,-0.0255,16883
lefigaro,lesechos,-1,0.5218,0.4221,0.0475,0.0578,16883
lefigaro,lesechos,0,0.6513,0.5659,0.2778,0.2713,16883
lefigaro,lesechos,1,0.6474,0.5259,0.1433,0.1486,16883
lefigaro,lesechos,2,0.5645,0.4621,0.0399,0.0487,16883
lefigaro,lesechos,3,0.5443,0.4250,0.0066,0.0130,16883
lefigaro,lesechos,4,0.5327,0.4066,-0.0126,0.0029,16883
lefigaro,lesechos,5,0.5145,0.3991,-0.0165,-0.0041,16883
lefigaro,lesechos,6,0.5021,0.3661,-0.0240,0.0040,16883
lefigaro,lesechos,7,0.4913,0.3747,-0.0249,0.0036,16883
lefigaro,lesechos,8,0.5260,0.3837,-0.0263,-0.0015,16883
lefigaro,lesechos,9,0.5162,0.3794,-0.0254,-0.0070,16883
lefigaro,lesechos,10,0.5156,0.3711,-0.0351,-0.0209,16883
lefigaro,lesechos,11,0.4860,0.3583,-0.0374,-0.0221,16883
lefigaro,lesechos,12,0.4922,0.3493,-0.0215,-0.0104,16883
lefigaro,lesechos,13,0.4880,0.3357,-0.0235,-0.0052,16883
lefigaro,lesechos,14,0.4914,0.3371,-0.0454,-0.0096,16883
lefigaro,lesechos,15,0.4890,0.3545,-0.0433,-0.0186,16883
lefigaro,ouestfrance,-15,0.2082,0.3285,0.0029,0.0137,16883
lefigaro,ouestfrance,-14,0.2028,0.3284,-0.0249,-0.0080,16883
lefigaro,ouestfrance,-13,0.2186,0.3373,0.0111,0.0189,16883
lefigaro,ouestfrance,-12,0.2189,0.3395,0.0179,0.0220,16883
lefigaro,ouestfrance,-11,0.2354,0.3377,0.0140,0.0163,16883
lefigaro,ouestfrance,-10,0.2389,0.3359,-0.0155,-0.0048,16883
lefigaro,ouestfrance,-9,0.2484,0.3375,0.0122,0.0175,16883
lefigaro,ouestfrance,-8,0.2207,0.3395,-0.0158,-0.0191,16883
lefigaro,ouestfrance,-7,0.2384,0.3335,-0.0292,-0.0287,16883
lefigaro,ouestfrance,-6,0.2491,0.3357,-0.0178,-0.0209,16883
lefigaro,ouestfrance,-5,0.2488,0.3330,-0.0307,-0.0372,16883
lefigaro,ouestfrance,-4,0.2476,0.3326,-0.0154,-0.0228,16883
lefigaro,ouestfrance,-3,0.2385,0.3258,-0.0512,-0.0537,16883
lefigaro,ouestfrance,-2,0.2215,0.3325,-0.0586,-0.0645,16883
lefigaro,ouestfrance,-1,0.2136,0.3503,-0.0496,-0.0574,16883
lefigaro,ouestfrance,0,0.3017,0.3951,0.0891,0.0809,16883
lefigaro,ouestfrance,1,0.2972,0.3986,0.0530,0.0421,16883
lefigaro,ouestfrance,2,0.2586,0.3727,0.0096,0.0016,16883
lefigaro,ouestfrance,3,0.2275,0.3673,0.0139,0.0076,16883
lefigaro,ouestfrance,4,0.2260,0.3558,0.0075,-0.0032,16883
lefigaro,ouestfrance,5,0.2283,0.3516,-0.0120,-0.0134,16883
lefigaro,ouestfrance,6,0.2133,0.3452,-0.0142,-0.0180,16883
lefigaro,ouestfrance,7,0.2287,0.3431,-0.0307,-0.0291,16883
lefigaro,ouestfrance,8,0.2360,0.3482,0.0029,-0.0018,16883
lefigaro,ouestfrance,9,0.2184,0.3399,0.0013,-0.0011,16883
lefigaro,ouestfrance,10,0.2094,0.3436,0.0160,0.0090,16883
lefigaro,ouestfrance,11,0.2096,0.3346,0.0095,0.0124,16883
lefigaro,ouestfrance,12,0.2124,0.3308,0.0265,0.0210,16883
lefigaro,ouestfrance,13,0.1960,0.3358,0.0026,0.0055,16883
lefigaro,ouestfrance,14,0.1884,0.3335,-0.0053,0.0040,16883
lefigaro,ouestfrance,15,0.1918,0.3353,0.0245,0.0278,16883
lefigaro,la_depeche,-15,0.4545,0.3747,0.0163,0.0309,16883
lefigaro,la_depeche,-14,0.4670,0.3665,-0.0156,-0.0029,16883
lefigaro,la_depeche,-13,0.4751,0.3775,0.0147,0.0244,16883
lefigaro,la_depeche,-12,0.4640,0.3770,-0.0002,0.0121,16883
lefigaro,la_depeche,-11,0.4585,0.3729,-0.0090,-0.0040,16883
lefigaro,la_depeche,-10,0.4561,0.3708,-0.0101,-0.0053,16883
lefigaro,la_depeche,-9,0.4563,0.3690,-0.0180,-0.0133,16883
lefigaro,la_depeche,-8,0.4504,0.3728,-0.0340,-0.0268,16883
lefigaro,la_depeche,-7,0.4695,0.3777,-0.0216,-0.0178,16883
lefigaro,la_depeche,-6,0.4837,0.3801,-0.0287,-0.0272,16883
lefigaro,la_depeche,-5,0.4695,0.3836,-0.0302,-0.0252,16883
lefigaro,la_depeche,-4,0.4694,0.3904,-0.0354,-0.0278,16883
lefigaro,la_depeche,-3,0.4704,0.3951,-0.0208,-0.0264,16883
lefigaro,la_depeche,-2,0.4665,0.4003,-0.0342,-0.0410,16883
lefigaro,la_depeche,-1,0.4536,0.4433,0.0293,0.0146,16883
lefigaro,la_depeche,0,0.3144,0.5080,0.1625,0.1665,16883
lefigaro,la_depeche,1,0.5186,0.5311,0.1710,0.1634,16883
lefigaro,la_depeche,2,0.4760,0.4410,0.0192,0.0188,16883
lefigaro,la_depeche,3,0.4440,0.4163,-0.0119,-0.0104,16883
lefigaro,la_depeche,4,0.4447,0.4055,-0.0316,-0.0283,16883
lefigaro,la_depeche,5,0.4448,0.3941,-0.0465,-0.0478,16883
lefigaro,la_depeche,6,0.4544,0.3897,-0.0299,-0.0363,16883
lefigaro,la_depeche,7,0.4550,0.3920,-0.0345,-0.0358,16883
lefigaro,la_depeche,8,0.4618,0.3923,-0.0262,-0.0319,16883
lefigaro,la_depeche,9,0.4551,0.3918,-0.0221,-0.0219,16883
lefigaro,la_depeche,10,0.4163,0.3704,-0.0396,-0.0407,16883
lefigaro,la_depeche,11,0.4360,0.3719,-0.0446,-0.0412,16883
lefigaro,la_depeche,12,0.4316,0.3708,-0.0290,-0.0259,16883
lefigaro,la_depeche,13,0.4409,0.3710,-0.0282,-0.0295,16883
lefigaro,la_depeche,14,0.4408,0.3692,-0.0306,-0.0300,16883
lefigaro,la_depeche,15,0.4551,0.3718,-0.0080,-0.0052,16883
lefigaro,leparisien,-15,0.5042,0.3969,-0.0363,-0.0119,16883
lefigaro,leparisien,-14,0.4792,0.4165,-0.0153,0.0078,16883
lefigaro,leparisien,-13,0.4825,0.4208,-0.0338,-0.0110,16883
lefigaro,leparisien,-12,0.5294,0.4264,-0.0222,0.0006,16883
lefigaro,leparisien,-11,0.4909,0.4159,-0.0231,-0.0054,16883
lefigaro,leparisien,-10,0.4156,0.4028,-0.0546,-0.0297,16883
lefigaro,leparisien,-9,0.4089,0.4279,-0.0344,-0.0163,16883
lefigaro,leparisien,-8,0.5177,0.4189,-0.0466,-0.0290,16883
lefigaro,leparisien,-7,0.5038,0.4245,-0.0315,-0.0202,16883
lefigaro,leparisien,-6,0.5414,0.4326,-0.0398,-0.0251,16883
lefigaro,leparisien,-5,0.5260,0.4280,-0.0545,-0.0418,16883
lefigaro,leparisien,-4,0.5278,0.4320,-0.0475,-0.0437,16883
lefigaro,leparisien,-3,0.5413,0.4457,-0.0396,-0.0340,16883
lefigaro,leparisien,-2,0.5554,0.4586,-0.0387,-0.0358,16883
lefigaro,leparisien,-1,0.4838,0.5039,0.0211,0.0207,16883
lefigaro,leparisien,0,0.4322,0.6030,0.2756,0.2689,16883
lefigaro,leparisien,1,0.6004,0.5784,0.1492,0.1449,16883
lefigaro,leparisien,2,0.6153,0.5217,0.0376,0.0429,16883
lefigaro,leparisien,3,0.5863,0.4864,0.0026,0.0135,16883
lefigaro,leparisien,4,0.5803,0.4814,-0.0024,0.0124,16883
lefigaro,leparisien,5,0.5629,0.4666,-0.0266,-0.0149,16883
lefigaro,leparisien,6,0.5604,0.4546,-0.0347,-0.0131,16883
lefigaro,leparisien,7,0.4691,0.4534,-0.0243,-0.0028,16883
lefigaro,leparisien,8,0.5344,0.4490,-0.0273,-0.0006,16883
